City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
593,Mabaruma,GY,8.2,-59.7833,85.95,59,16,7.54,few clouds,2022-05-14 14:28:57
594,Rawson,AR,-43.3002,-65.1023,50.52,56,0,17.94,clear sky,2022-05-14 14:28:58
595,San Jeronimo,PE,-11.9472,-75.2829,53.82,64,85,1.07,overcast clouds,2022-05-14 14:28:58
596,Oyon,PE,-10.6681,-76.7731,52.32,66,84,2.39,broken clouds,2022-05-14 14:28:59
597,Ahuimanu,US,21.4447,-157.8378,74.91,82,100,11.5,moderate rain,2022-05-14 14:28:59
598,Malyn,UA,50.7723,29.2383,59.79,67,95,13.58,light rain,2022-05-14 14:29:00
599,Hirara,JP,24.8,125.2833,78.19,84,100,12.73,overcast clouds,2022-05-14 14:29:00
600,Shellbrook,CA,53.2168,-106.4011,36.63,96,100,12.35,overcast clouds,2022-05-14 14:29:00
601,Derzhavinsk,KZ,51.1,66.3167,60.39,69,98,17.85,overcast clouds,2022-05-14 14:29:01
602,Devavanya,HU,47.0333,20.9667,70.54,56,95,4.47,overcast clouds,2022-05-14 14:29:01
603,Maumere,ID,-8.6199,122.2111,79.81,81,6,4.32,clear sky,2022-05-14 14:29:02
604,Tautira,PF,-17.7333,-149.15,79.97,66,7,13.76,clear sky,2022-05-14 14:29:02
605,Ambilobe,MG,-13.2,49.05,78.26,65,0,1.14,clear sky,2022-05-14 14:29:03
606,Mazatlan,MX,23.2167,-106.4167,80.02,88,40,1.99,scattered clouds,2022-05-14 14:25:51
607,Riyadh,SA,24.6877,46.7219,93.34,6,0,24.92,clear sky,2022-05-14 14:29:03
608,Guamuchil,MX,25.4667,-108.1,75.06,34,96,1.99,overcast clouds,2022-05-14 14:29:04
609,Dukat,RU,62.55,155.55,26.11,98,97,8.3,overcast clouds,2022-05-14 14:29:04
610,Humaita,BR,-7.5061,-63.0208,83.93,76,69,3.36,broken clouds,2022-05-14 14:29:05
611,Bhan,PK,26.5583,67.7214,106.65,11,0,25.37,clear sky,2022-05-14 14:29:05
612,Khandyga,RU,62.6667,135.6,35.69,97,100,3.96,overcast clouds,2022-05-14 14:29:06
613,Berlin,DE,52.5244,13.4105,70.0,50,0,17.0,clear sky,2022-05-14 14:26:47
614,Bathsheba,BB,13.2167,-59.5167,81.75,69,100,19.62,overcast clouds,2022-05-14 14:29:06
615,Miquelon,PM,47.0975,-56.3814,44.6,96,100,12.59,overcast clouds,2022-05-14 14:29:07
616,Carrickfergus,GB,54.7158,-5.8058,64.36,63,75,8.05,broken clouds,2022-05-14 14:27:26
617,Lensk,RU,60.7253,114.9278,42.12,87,100,2.59,overcast clouds,2022-05-14 14:29:08
618,Mahon,ES,39.8885,4.2658,77.56,38,0,9.22,clear sky,2022-05-14 14:29:08
619,Am Timan,TD,11.0297,20.2827,103.55,20,88,5.75,overcast clouds,2022-05-14 14:29:08
620,Sao Pedro Do Piaui,BR,-5.9294,-42.7186,85.14,58,99,7.05,overcast clouds,2022-05-14 14:29:09
621,Yerbogachen,RU,61.2767,108.0108,53.47,50,97,0.83,overcast clouds,2022-05-14 14:29:09
622,Jawhar,SO,2.7809,45.5005,87.22,55,100,22.08,overcast clouds,2022-05-14 14:29:10
623,Shumskiy,RU,54.8318,99.1328,58.46,34,9,1.68,clear sky,2022-05-14 14:29:10
624,Santo Tomas,PH,14.1079,121.1414,86.25,80,94,1.3,overcast clouds,2022-05-14 14:29:11
625,Balestrand,NO,61.2076,6.5334,51.15,91,100,4.07,overcast clouds,2022-05-14 14:29:11
626,Kongoussi,BF,13.3258,-1.5347,106.25,14,100,3.51,overcast clouds,2022-05-14 14:29:12
627,Ruy Barbosa,BR,-12.2839,-40.4939,83.84,42,100,7.29,overcast clouds,2022-05-14 14:29:12
628,Alcudia,ES,39.8532,3.1214,85.37,51,100,7.74,overcast clouds,2022-05-14 14:29:13
629,Svolvaer,NO,68.2342,14.5683,46.58,90,99,17.78,overcast clouds,2022-05-14 14:29:13
630,Pangai,TO,-19.8,-174.35,75.85,61,100,11.88,overcast clouds,2022-05-14 14:29:14
631,Fraga,ES,41.5229,0.3489,88.92,28,100,14.34,overcast clouds,2022-05-14 14:29:14
632,Boa Vista,BR,2.8197,-60.6733,84.18,70,75,11.5,broken clouds,2022-05-14 14:29:15
633,Pineville,US,31.3224,-92.4343,74.93,81,100,8.05,overcast clouds,2022-05-14 14:27:12
634,High Prairie,CA,55.4334,-116.4858,41.94,82,100,6.55,overcast clouds,2022-05-14 14:29:16
635,Demba,CD,-5.51,22.2667,90.64,33,41,5.55,scattered clouds,2022-05-14 14:29:19
636,Madimba,TZ,-10.4,40.3333,83.52,69,20,11.5,few clouds,2022-05-14 14:29:19
637,Fushan,CN,37.4958,121.2581,54.7,35,100,4.16,overcast clouds,2022-05-14 14:29:20
638,Karlskrona,SE,56.1616,15.5866,59.45,44,73,19.51,broken clouds,2022-05-14 14:30:21
639,Bairiki,KI,1.3292,172.9752,78.8,89,20,3.44,few clouds,2022-05-14 14:30:22
640,Lagoa,PT,39.05,-27.9833,60.3,85,100,26.8,light rain,2022-05-14 14:30:23
641,Tall Kayf,TR,37.0833,41.0667,77.34,23,13,9.71,few clouds,2022-05-14 14:30:23
642,Toro,CO,4.6117,-76.0814,72.28,83,100,2.66,overcast clouds,2022-05-14 14:30:24
643,Casper,US,42.8666,-106.3131,46.72,67,0,3.44,clear sky,2022-05-14 14:30:24
644,Kota Tinggi,MY,1.7381,103.8999,86.29,94,94,2.08,overcast clouds,2022-05-14 14:30:25
645,Lere,NG,10.387,8.5726,96.84,19,100,9.64,overcast clouds,2022-05-14 14:30:25
646,Borda Da Mata,BR,-22.2742,-46.1653,72.77,58,0,4.7,clear sky,2022-05-14 14:30:26
647,Bahia Blanca,AR,-38.7196,-62.2724,56.34,36,0,8.39,clear sky,2022-05-14 14:30:06
648,Fortuna,US,40.5982,-124.1573,55.92,97,100,4.61,overcast clouds,2022-05-14 14:30:26
649,Valley City,US,46.9233,-98.0032,52.32,62,0,26.46,clear sky,2022-05-14 14:30:27
650,Vallenar,CL,-28.5708,-70.7581,71.22,33,0,3.4,clear sky,2022-05-14 14:30:27
651,Minas De Barroteran,MX,27.6333,-101.2833,76.86,68,1,4.12,clear sky,2022-05-14 14:30:27
652,Pokhara,NP,28.2333,83.9833,76.35,60,89,5.75,overcast clouds,2022-05-14 14:26:46
653,Kapoeta,SS,4.7717,33.5903,94.33,28,24,16.8,few clouds,2022-05-14 14:30:28
654,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,78.94,41,88,3.44,overcast clouds,2022-05-14 14:30:28
655,Lavrentiya,RU,65.5833,-171.0,23.11,90,29,4.23,scattered clouds,2022-05-14 14:30:29
656,Marsa Matruh,EG,31.3525,27.2453,70.12,56,0,11.56,clear sky,2022-05-14 14:30:29
657,Mtinko,TZ,-4.55,34.85,68.88,62,100,8.37,overcast clouds,2022-05-14 14:30:30
658,Peniche,PT,39.3558,-9.3811,83.08,77,22,18.88,few clouds,2022-05-14 14:30:30
659,Guanay,BO,-15.4975,-67.8797,78.98,65,88,0.85,overcast clouds,2022-05-14 14:30:31
660,Churapcha,RU,62.0025,132.4325,30.65,94,99,6.02,overcast clouds,2022-05-14 14:30:31
661,Keti Bandar,PK,24.1447,67.4497,84.88,76,0,18.32,clear sky,2022-05-14 14:30:31
662,Wanlaweyn,SO,2.6185,44.8938,84.76,59,58,21.16,broken clouds,2022-05-14 14:30:32
663,Cassilandia,BR,-19.1133,-51.7342,88.0,35,8,7.54,clear sky,2022-05-14 14:30:32
664,Vilsbiburg,DE,48.45,12.35,75.06,36,2,5.88,clear sky,2022-05-14 14:30:33
665,Kalmunai,LK,7.4167,81.8167,81.05,82,100,8.23,overcast clouds,2022-05-14 14:30:33
666,Dhidhdhoo,MV,6.8833,73.1,81.27,78,100,22.86,moderate rain,2022-05-14 14:30:34
667,Mananara,MG,-16.1667,49.7667,72.57,78,4,5.97,clear sky,2022-05-14 14:30:34
668,Buala,SB,-8.145,159.5921,79.48,83,10,0.65,clear sky,2022-05-14 14:30:34
669,Balkanabat,TM,39.5108,54.3671,77.23,29,0,9.66,clear sky,2022-05-14 14:30:35
670,Paramonga,PE,-10.6667,-77.8333,67.14,78,41,7.76,scattered clouds,2022-05-14 14:30:35
671,Brae,GB,60.3964,-1.353,51.22,80,99,13.91,overcast clouds,2022-05-14 14:30:36
672,Biltine,TD,14.5333,20.9167,104.92,10,20,8.99,few clouds,2022-05-14 14:30:36
673,Nador,MA,35.174,-2.9287,78.87,78,75,6.91,broken clouds,2022-05-14 14:30:37
674,Pueblo Nuevo,MX,23.3833,-105.3833,72.55,32,100,1.25,overcast clouds,2022-05-14 14:30:37
675,Alugan,PH,12.2188,125.4808,80.8,85,54,8.7,broken clouds,2022-05-14 14:30:38
676,Vardo,NO,70.3705,31.1107,40.98,81,33,8.05,scattered clouds,2022-05-14 14:30:38
677,Cardston,CA,49.2,-113.3019,43.09,36,49,11.5,scattered clouds,2022-05-14 14:30:38
